index,label,snr_db,channel,modulation,seed
51,1,-20,awgn,16qam,42000177
52,1,-20,awgn,16qam,42000178
53,1,-20,awgn,qpsk,42000179
54,1,-20,awgn,qpsk,42000180
55,1,-20,awgn,bpsk,42000181
56,1,-20,awgn,qpsk,42000182
57,1,-20,awgn,qpsk,42000183
58,1,-20,awgn,qpsk,42000184
59,1,-20,awgn,16qam,42000185
60,1,-20,awgn,16qam,42000186
61,1,-20,awgn,bpsk,42000187
62,1,-20,awgn,16qam,42000188
63,1,-20,awgn,bpsk,42000189
64,1,-20,awgn,qpsk,42000190
65,1,-20,awgn,qpsk,42000191
66,1,-20,awgn,16qam,42000192
67,1,-20,awgn,16qam,42000193
68,1,-20,awgn,bpsk,42000194
69,1,-20,awgn,bpsk,42000195
70,1,-20,awgn,bpsk,42000196
71,1,-20,awgn,16qam,42000197
72,1,-20,awgn,bpsk,42000198
73,1,-20,awgn,16qam,42000199
74,1,-20,awgn,qpsk,42000200
75,1,-20,awgn,qpsk,42000201
76,1,-20,awgn,bpsk,42000202
77,1,-20,awgn,16qam,42000203
78,1,-20,awgn,bpsk,42000204
79,1,-20,awgn,16qam,42000205
80,1,-20,awgn,16qam,42000206
81,1,-20,awgn,qpsk,42000207
82,1,-20,awgn,qpsk,42000208
83,1,-20,awgn,qpsk,42000209
84,1,-20,awgn,bpsk,42000210
85,1,-20,awgn,qpsk,42000211
86,1,-20,awgn,16qam,42000212
87,1,-20,awgn,qpsk,42000213
88,1,-20,awgn,qpsk,42000214
89,1,-20,awgn,bpsk,42000215
90,1,-20,awgn,16qam,42000216
91,1,-20,awgn,qpsk,42000217
92,1,-20,awgn,qpsk,42000218
93,1,-20,awgn,qpsk,42000219
94,1,-20,awgn,16qam,42000220
95,1,-20,awgn,qpsk,42000221
96,1,-20,awgn,qpsk,42000222
97,1,-20,awgn,bpsk,42000223
98,1,-20,awgn,bpsk,42000224
99,1,-20,awgn,16qam,42000225
100,1,-20,awgn,bpsk,42000226
101,1,-20,awgn,16qam,42000227
102,1,-20,awgn,bpsk,42000228
103,1,-20,awgn,16qam,42000229
104,1,-20,awgn,qpsk,42000230
105,1,-20,awgn,16qam,42000231
106,1,-20,awgn,16qam,42000232
107,1,-20,awgn,bpsk,42000233
108,1,-20,awgn,bpsk,42000234
109,1,-20,awgn,bpsk,42000235
110,1,-20,awgn,bpsk,42000236
111,1,-20,awgn,16qam,42000237
112,1,-20,awgn,bpsk,42000238
113,1,-20,awgn,16qam,42000239
114,1,-20,awgn,bpsk,42000240
115,1,-20,awgn,bpsk,42000241
116,1,-20,awgn,qpsk,42000242
117,1,-20,awgn,qpsk,42000243
118,1,-20,awgn,qpsk,42000244
119,1,-20,awgn,16qam,42000245
120,1,-20,awgn,qpsk,42000246
121,1,-20,awgn,bpsk,42000247
122,1,-20,awgn,bpsk,42000248
123,1,-20,awgn,16qam,42000249
124,1,-20,awgn,bpsk,42000250
125,1,-20,awgn,16qam,42000251
126,1,-20,awgn,qpsk,42000252
127,1,-20,awgn,bpsk,42000253
128,1,-20,awgn,qpsk,42000254
129,1,-20,awgn,bpsk,42000255
130,1,-20,awgn,bpsk,42000256
131,1,-20,awgn,qpsk,42000257
132,1,-20,awgn,bpsk,42000258
133,1,-20,awgn,bpsk,42000259
134,1,-20,awgn,bpsk,42000260
135,1,-20,awgn,qpsk,42000261
136,1,-20,awgn,bpsk,42000262
137,1,-20,awgn,16qam,42000263
138,1,-20,awgn,qpsk,42000264
139,1,-20,awgn,16qam,42000265
140,1,-20,awgn,16qam,42000266
141,1,-20,awgn,bpsk,42000267
142,1,-20,awgn,qpsk,42000268
143,1,-20,awgn,qpsk,42000269
144,1,-20,awgn,bpsk,42000270
145,1,-20,awgn,bpsk,42000271
146,1,-20,awgn,bpsk,42000272
147,1,-20,awgn,qpsk,42000273
148,1,-20,awgn,16qam,42000274
149,1,-20,awgn,16qam,42000275
150,1,-20,awgn,bpsk,42000276
151,1,-20,awgn,16qam,42000277
152,1,-20,awgn,16qam,42000278
153,1,-20,awgn,bpsk,42000279
154,1,-20,awgn,qpsk,42000280
155,1,-20,awgn,bpsk,42000281
156,1,-20,awgn,bpsk,42000282
157,1,-20,awgn,qpsk,42000283
158,1,-20,awgn,bpsk,42000284
159,1,-20,awgn,bpsk,42000285
160,1,-20,awgn,qpsk,42000286
161,1,-20,awgn,16qam,42000287
162,1,-20,awgn,bpsk,42000288
163,1,-20,awgn,16qam,42000289
164,1,-20,awgn,bpsk,42000290
165,1,-20,awgn,qpsk,42000291
166,1,-20,awgn,qpsk,42000292
167,1,-20,awgn,bpsk,42000293
168,1,-20,awgn,16qam,42000294
169,1,-20,awgn,16qam,42000295
170,1,-20,awgn,qpsk,42000296
171,1,-20,awgn,bpsk,42000297
172,1,-20,awgn,qpsk,42000298
173,1,-20,awgn,16qam,42000299
174,1,-20,awgn,qpsk,42000300
175,1,-20,awgn,16qam,42000301
176,1,-20,awgn,bpsk,42000302
177,1,-20,awgn,qpsk,42000303
178,1,-20,awgn,16qam,42000304
179,1,-20,awgn,qpsk,42000305
180,1,-20,awgn,16qam,42000306
181,1,-20,awgn,bpsk,42000307
182,1,-20,awgn,qpsk,42000308
183,1,-20,awgn,qpsk,42000309
184,1,-20,awgn,16qam,42000310
185,1,-20,awgn,16qam,42000311
186,1,-20,awgn,qpsk,42000312
187,1,-20,awgn,qpsk,42000313
188,1,-20,awgn,16qam,42000314
189,1,-20,awgn,bpsk,42000315
190,1,-20,awgn,bpsk,42000316
191,1,-20,awgn,16qam,42000317
192,1,-20,awgn,16qam,42000318
193,1,-20,awgn,qpsk,42000319
194,1,-20,awgn,bpsk,42000320
195,1,-20,awgn,qpsk,42000321
196,1,-20,awgn,qpsk,42000322
197,1,-20,awgn,16qam,42000323
198,1,-20,awgn,bpsk,42000324
199,1,-20,awgn,bpsk,42000325
200,0,-20,awgn,none,42000326
201,0,-20,awgn,none,42000327
202,0,-20,awgn,none,42000328
203,0,-20,awgn,none,42000329
204,0,-20,awgn,none,42000330
205,0,-20,awgn,none,42000331
206,0,-20,awgn,none,42000332
207,0,-20,awgn,none,42000333
208,0,-20,awgn,none,42000334
209,0,-20,awgn,none,42000335
210,0,-20,awgn,none,42000336
211,0,-20,awgn,none,42000337
212,0,-20,awgn,none,42000338
213,0,-20,awgn,none,42000339
214,0,-20,awgn,none,42000340
215,0,-20,awgn,none,42000341
216,0,-20,awgn,none,42000342
217,0,-20,awgn,none,42000343
218,0,-20,awgn,none,42000344
219,0,-20,awgn,none,42000345
220,0,-20,awgn,none,42000346
221,0,-20,awgn,none,42000347
222,0,-20,awgn,none,42000348
223,0,-20,awgn,none,42000349
224,0,-20,awgn,none,42000350
225,0,-20,awgn,none,42000351
226,0,-20,awgn,none,42000352
227,0,-20,awgn,none,42000353
228,0,-20,awgn,none,42000354
229,0,-20,awgn,none,42000355
230,0,-20,awgn,none,42000356
231,0,-20,awgn,none,42000357
232,0,-20,awgn,none,42000358
233,0,-20,awgn,none,42000359
234,0,-20,awgn,none,42000360
235,0,-20,awgn,none,42000361
236,0,-20,awgn,none,42000362
237,0,-20,awgn,none,42000363
238,0,-20,awgn,none,42000364
239,0,-20,awgn,none,42000365
240,0,-20,awgn,none,42000366
241,0,-20,awgn,none,42000367
242,0,-20,awgn,none,42000368
243,0,-20,awgn,none,42000369
244,0,-20,awgn,none,42000370
245,0,-20,awgn,none,42000371
246,0,-20,awgn,none,42000372
247,0,-20,awgn,none,42000373
248,0,-20,awgn,none,42000374
249,0,-20,awgn,none,42000375
250,0,-20,awgn,none,42000376
251,0,-20,awgn,none,42000377
252,0,-20,awgn,none,42000378
253,0,-20,awgn,none,42000379
254,0,-20,awgn,none,42000380
255,0,-20,awgn,none,42000381
256,0,-20,awgn,none,42000382
257,0,-20,awgn,none,42000383
258,0,-20,awgn,none,42000384
259,0,-20,awgn,none,42000385
260,0,-20,awgn,none,42000386
261,0,-20,awgn,none,42000387
262,0,-20,awgn,none,42000388
263,0,-20,awgn,none,42000389
264,0,-20,awgn,none,42000390
265,0,-20,awgn,none,42000391
266,0,-20,awgn,none,42000392
267,0,-20,awgn,none,42000393
268,0,-20,awgn,none,42000394
269,0,-20,awgn,none,42000395
270,0,-20,awgn,none,42000396
271,0,-20,awgn,none,42000397
272,0,-20,awgn,none,42000398
273,0,-20,awgn,none,42000399
274,0,-20,awgn,none,42000400
275,0,-20,awgn,none,42000401
276,0,-20,awgn,none,42000402
277,0,-20,awgn,none,42000403
278,0,-20,awgn,none,42000404
279,0,-20,awgn,none,42000405
280,0,-20,awgn,none,42000406
281,0,-20,awgn,none,42000407
282,0,-20,awgn,none,42000408
283,0,-20,awgn,none,42000409
284,0,-20,awgn,none,42000410
285,0,-20,awgn,none,42000411
286,0,-20,awgn,none,42000412
287,0,-20,awgn,none,42000413
288,0,-20,awgn,none,42000414
289,0,-20,awgn,none,42000415
290,0,-20,awgn,none,42000416
291,0,-20,awgn,none,42000417
292,0,-20,awgn,none,42000418
293,0,-20,awgn,none,42000419
294,0,-20,awgn,none,42000420
295,0,-20,awgn,none,42000421
296,0,-20,awgn,none,42000422
297,0,-20,awgn,none,42000423
298,0,-20,awgn,none,42000424
299,0,-20,awgn,none,42000425
300,0,-20,awgn,none,42000426
301,0,-20,awgn,none,42000427
302,0,-20,awgn,none,42000428
303,0,-20,awgn,none,42000429
304,0,-20,awgn,none,42000430
305,0,-20,awgn,none,42000431
306,0,-20,awgn,none,42000432
307,0,-20,awgn,none,42000433
308,0,-20,awgn,none,42000434
309,0,-20,awgn,none,42000435
310,0,-20,awgn,none,42000436
311,0,-20,awgn,none,42000437
312,0,-20,awgn,none,42000438
313,0,-20,awgn,none,42000439
314,0,-20,awgn,none,42000440
315,0,-20,awgn,none,42000441
316,0,-20,awgn,none,42000442
317,0,-20,awgn,none,42000443
318,0,-20,awgn,none,42000444
319,0,-20,awgn,none,42000445
320,0,-20,awgn,none,42000446
321,0,-20,awgn,none,42000447
322,0,-20,awgn,none,42000448
323,0,-20,awgn,none,42000449
324,0,-20,awgn,none,42000450
325,0,-20,awgn,none,42000451
326,0,-20,awgn,none,42000452
327,0,-20,awgn,none,42000453
328,0,-20,awgn,none,42000454
329,0,-20,awgn,none,42000455
330,0,-20,awgn,none,42000456
331,0,-20,awgn,none,42000457
332,0,-20,awgn,none,42000458
333,0,-20,awgn,none,42000459
334,0,-20,awgn,none,42000460
335,0,-20,awgn,none,42000461
336,0,-20,awgn,none,42000462
337,0,-20,awgn,none,42000463
338,0,-20,awgn,none,42000464
339,0,-20,awgn,none,42000465
340,0,-20,awgn,none,42000466
341,0,-20,awgn,none,42000467
342,0,-20,awgn,none,42000468
343,0,-20,awgn,none,42000469
344,0,-20,awgn,none,42000470
345,0,-20,awgn,none,42000471
346,0,-20,awgn,none,42000472
347,0,-20,awgn,none,42000473
348,0,-20,awgn,none,42000474
349,0,-20,awgn,none,42000475
350,0,-20,awgn,none,42000476
351,0,-20,awgn,none,42000477
352,0,-20,awgn,none,42000478
353,0,-20,awgn,none,42000479
354,0,-20,awgn,none,42000480
355,0,-20,awgn,none,42000481
356,0,-20,awgn,none,42000482
357,0,-20,awgn,none,42000483
358,0,-20,awgn,none,42000484
359,0,-20,awgn,none,42000485
360,0,-20,awgn,none,42000486
361,0,-20,awgn,none,42000487
362,0,-20,awgn,none,42000488
363,0,-20,awgn,none,42000489
364,0,-20,awgn,none,42000490
365,0,-20,awgn,none,42000491
366,0,-20,awgn,none,42000492
367,0,-20,awgn,none,42000493
368,0,-20,awgn,none,42000494
369,0,-20,awgn,none,42000495
370,0,-20,awgn,none,42000496
371,0,-20,awgn,none,42000497
372,0,-20,awgn,none,42000498
373,0,-20,awgn,none,42000499
374,0,-20,awgn,none,42000500
375,0,-20,awgn,none,42000501
376,0,-20,awgn,none,42000502
377,0,-20,awgn,none,42000503
378,0,-20,awgn,none,42000504
379,0,-20,awgn,none,42000505
380,0,-20,awgn,none,42000506
381,0,-20,awgn,none,42000507
382,0,-20,awgn,none,42000508
383,0,-20,awgn,none,42000509
384,0,-20,awgn,none,42000510
385,0,-20,awgn,none,42000511
386,0,-20,awgn,none,42000512
387,0,-20,awgn,none,42000513
388,0,-20,awgn,none,42000514
389,0,-20,awgn,none,42000515
390,0,-20,awgn,none,42000516
391,0,-20,awgn,none,42000517
392,0,-20,awgn,none,42000518
393,0,-20,awgn,none,42000519
394,0,-20,awgn,none,42000520
395,0,-20,awgn,none,42000521
396,0,-20,awgn,none,42000522
397,0,-20,awgn,none,42000523
398,0,-20,awgn,none,42000524
399,0,-20,awgn,none,42000525
400,1,-20,rayleigh,16qam,42000526
401,1,-20,rayleigh,qpsk,42000527
402,1,-20,rayleigh,bpsk,42000528
403,1,-20,rayleigh,16qam,42000529
404,1,-20,rayleigh,bpsk,42000530
405,1,-20,rayleigh,qpsk,42000531
406,1,-20,rayleigh,qpsk,42000532
407,1,-20,rayleigh,qpsk,42000533
408,1,-20,rayleigh,bpsk,42000534
409,1,-20,rayleigh,qpsk,42000535
410,1,-20,rayleigh,bpsk,42000536
411,1,-20,rayleigh,bpsk,42000537
412,1,-20,rayleigh,qpsk,42000538
413,1,-20,rayleigh,qpsk,42000539
414,1,-20,rayleigh,16qam,42000540
415,1,-20,rayleigh,16qam,42000541
416,1,-20,rayleigh,bpsk,42000542
417,1,-20,rayleigh,qpsk,42000543
418,1,-20,rayleigh,qpsk,42000544
419,1,-20,rayleigh,bpsk,42000545
420,1,-20,rayleigh,bpsk,42000546
421,1,-20,rayleigh,bpsk,42000547
422,1,-20,rayleigh,bpsk,42000548
423,1,-20,rayleigh,16qam,42000549
424,1,-20,rayleigh,qpsk,42000550
425,1,-20,rayleigh,bpsk,42000551
426,1,-20,rayleigh,16qam,42000552
427,1,-20,rayleigh,16qam,42000553
428,1,-20,rayleigh,bpsk,42000554
429,1,-20,rayleigh,bpsk,42000555
430,1,-20,rayleigh,qpsk,42000556
431,1,-20,rayleigh,16qam,42000557
432,1,-20,rayleigh,qpsk,42000558
433,1,-20,rayleigh,16qam,42000559
434,1,-20,rayleigh,bpsk,42000560
435,1,-20,rayleigh,qpsk,42000561
436,1,-20,rayleigh,qpsk,42000562
437,1,-20,rayleigh,qpsk,42000563
438,1,-20,rayleigh,16qam,42000564
439,1,-20,rayleigh,qpsk,42000565
440,1,-20,rayleigh,qpsk,42000566
441,1,-20,rayleigh,16qam,42000567
442,1,-20,rayleigh,16qam,42000568
443,1,-20,rayleigh,bpsk,42000569
444,1,-20,rayleigh,16qam,42000570
445,1,-20,rayleigh,bpsk,42000571
446,1,-20,rayleigh,qpsk,42000572
447,1,-20,rayleigh,qpsk,42000573
448,1,-20,rayleigh,bpsk,42000574
449,1,-20,rayleigh,bpsk,42000575
450,1,-20,rayleigh,16qam,42000576
451,1,-20,rayleigh,qpsk,42000577
452,1,-20,rayleigh,16qam,42000578
453,1,-20,rayleigh,qpsk,42000579
454,1,-20,rayleigh,bpsk,42000580
455,1,-20,rayleigh,16qam,42000581
456,1,-20,rayleigh,bpsk,42000582
457,1,-20,rayleigh,16qam,42000583
458,1,-20,rayleigh,bpsk,42000584
459,1,-20,rayleigh,qpsk,42000585
460,1,-20,rayleigh,bpsk,42000586
461,1,-20,rayleigh,qpsk,42000587
462,1,-20,rayleigh,qpsk,42000588
463,1,-20,rayleigh,qpsk,42000589
464,1,-20,rayleigh,bpsk,42000590
465,1,-20,rayleigh,qpsk,42000591
466,1,-20,rayleigh,bpsk,42000592
467,1,-20,rayleigh,bpsk,42000593
468,1,-20,rayleigh,qpsk,42000594
469,1,-20,rayleigh,qpsk,42000595
470,1,-20,rayleigh,16qam,42000596
471,1,-20,rayleigh,qpsk,42000597
472,1,-20,rayleigh,16qam,42000598
473,1,-20,rayleigh,16qam,42000599
474,1,-20,rayleigh,bpsk,42000600
475,1,-20,rayleigh,bpsk,42000601
476,1,-20,rayleigh,bpsk,42000602
477,1,-20,rayleigh,16qam,42000603
478,1,-20,rayleigh,qpsk,42000604
479,1,-20,rayleigh,bpsk,42000605
480,1,-20,rayleigh,qpsk,42000606
481,1,-20,rayleigh,qpsk,42000607
482,1,-20,rayleigh,bpsk,42000608
483,1,-20,rayleigh,16qam,42000609
484,1,-20,rayleigh,16qam,42000610
485,1,-20,rayleigh,16qam,42000611
486,1,-20,rayleigh,bpsk,42000612
487,1,-20,rayleigh,16qam,42000613
488,1,-20,rayleigh,qpsk,42000614
489,1,-20,rayleigh,bpsk,42000615
490,1,-20,rayleigh,bpsk,42000616
491,1,-20,rayleigh,16qam,42000617
492,1,-20,rayleigh,bpsk,42000618
493,1,-20,rayleigh,bpsk,42000619
494,1,-20,rayleigh,qpsk,42000620
495,1,-20,rayleigh,bpsk,42000621
496,1,-20,rayleigh,bpsk,42000622
497,1,-20,rayleigh,qpsk,42000623
498,1,-20,rayleigh,qpsk,42000624
499,1,-20,rayleigh,16qam,42000625
500,1,-20,rayleigh,qpsk,42000626
501,1,-20,rayleigh,qpsk,42000627
502,1,-20,rayleigh,qpsk,42000628
503,1,-20,rayleigh,16qam,42000629
504,1,-20,rayleigh,16qam,42000630
505,1,-20,rayleigh,qpsk,42000631
506,1,-20,rayleigh,16qam,42000632
507,1,-20,rayleigh,qpsk,42000633
508,1,-20,rayleigh,qpsk,42000634
509,1,-20,rayleigh,bpsk,42000635
510,1,-20,rayleigh,bpsk,42000636
511,1,-20,rayleigh,16qam,42000637
512,1,-20,rayleigh,bpsk,42000638
513,1,-20,rayleigh,bpsk,42000639
514,1,-20,rayleigh,bpsk,42000640
515,1,-20,rayleigh,qpsk,42000641
516,1,-20,rayleigh,16qam,42000642
517,1,-20,rayleigh,qpsk,42000643
518,1,-20,rayleigh,16qam,42000644
519,1,-20,rayleigh,bpsk,42000645
520,1,-20,rayleigh,bpsk,42000646
521,1,-20,rayleigh,bpsk,42000647
522,1,-20,rayleigh,qpsk,42000648
523,1,-20,rayleigh,bpsk,42000649
524,1,-20,rayleigh,bpsk,42000650
525,1,-20,rayleigh,qpsk,42000651
526,1,-20,rayleigh,16qam,42000652
527,1,-20,rayleigh,qpsk,42000653
528,1,-20,rayleigh,qpsk,42000654
529,1,-20,rayleigh,bpsk,42000655
530,1,-20,rayleigh,qpsk,42000656
531,1,-20,rayleigh,16qam,42000657
532,1,-20,rayleigh,qpsk,42000658
533,1,-20,rayleigh,16qam,42000659
534,1,-20,rayleigh,16qam,42000660
535,1,-20,rayleigh,16qam,42000661
536,1,-20,rayleigh,bpsk,42000662
537,1,-20,rayleigh,qpsk,42000663
538,1,-20,rayleigh,16qam,42000664
539,1,-20,rayleigh,qpsk,42000665
540,1,-20,rayleigh,bpsk,42000666
541,1,-20,rayleigh,16qam,42000667
542,1,-20,rayleigh,bpsk,42000668
543,1,-20,rayleigh,qpsk,42000669
544,1,-20,rayleigh,bpsk,42000670
545,1,-20,rayleigh,16qam,42000671
546,1,-20,rayleigh,16qam,42000672
547,1,-20,rayleigh,16qam,42000673
548,1,-20,rayleigh,qpsk,42000674
549,1,-20,rayleigh,bpsk,42000675
550,1,-20,rayleigh,16qam,42000676
551,1,-20,rayleigh,bpsk,42000677
552,1,-20,rayleigh,bpsk,42000678
553,1,-20,rayleigh,16qam,42000679
554,1,-20,rayleigh,bpsk,42000680
555,1,-20,rayleigh,qpsk,42000681
556,1,-20,rayleigh,bpsk,42000682
557,1,-20,rayleigh,bpsk,42000683
558,1,-20,rayleigh,bpsk,42000684
559,1,-20,rayleigh,bpsk,42000685
560,1,-20,rayleigh,16qam,42000686
561,1,-20,rayleigh,16qam,42000687
562,1,-20,rayleigh,qpsk,42000688
563,1,-20,rayleigh,qpsk,42000689
564,1,-20,rayleigh,bpsk,42000690
565,1,-20,rayleigh,bpsk,42000691
566,1,-20,rayleigh,bpsk,42000692
567,1,-20,rayleigh,bpsk,42000693
568,1,-20,rayleigh,bpsk,42000694
569,1,-20,rayleigh,bpsk,42000695
570,1,-20,rayleigh,qpsk,42000696
571,1,-20,rayleigh,qpsk,42000697
572,1,-20,rayleigh,qpsk,42000698
573,1,-20,rayleigh,bpsk,42000699
574,1,-20,rayleigh,bpsk,42000700
575,1,-20,rayleigh,16qam,42000701
576,1,-20,rayleigh,qpsk,42000702
577,1,-20,rayleigh,16qam,42000703
578,1,-20,rayleigh,16qam,42000704
579,1,-20,rayleigh,qpsk,42000705
580,1,-20,rayleigh,bpsk,42000706
581,1,-20,rayleigh,qpsk,42000707
582,1,-20,rayleigh,16qam,42000708
583,1,-20,rayleigh,qpsk,42000709
584,1,-20,rayleigh,16qam,42000710
585,1,-20,rayleigh,bpsk,42000711
586,1,-20,rayleigh,qpsk,42000712
587,1,-20,rayleigh,bpsk,42000713
588,1,-20,rayleigh,bpsk,42000714
589,1,-20,rayleigh,bpsk,42000715
590,1,-20,rayleigh,bpsk,42000716
591,1,-20,rayleigh,16qam,42000717
592,1,-20,rayleigh,bpsk,42000718
593,1,-20,rayleigh,16qam,42000719
594,1,-20,rayleigh,bpsk,42000720
595,1,-20,rayleigh,qpsk,42000721
596,1,-20,rayleigh,bpsk,42000722
597,1,-20,rayleigh,bpsk,42000723
598,1,-20,rayleigh,bpsk,42000724
599,1,-20,rayleigh,qpsk,42000725
600,0,-20,rayleigh,none,42000726
601,0,-20,rayleigh,none,42000727
602,0,-20,rayleigh,none,42000728
603,0,-20,rayleigh,none,42000729
604,0,-20,rayleigh,none,42000730
605,0,-20,rayleigh,none,42000731
606,0,-20,rayleigh,none,42000732
607,0,-20,rayleigh,none,42000733
608,0,-20,rayleigh,none,42000734
609,0,-20,rayleigh,none,42000735
610,0,-20,rayleigh,none,42000736
611,0,-20,rayleigh,none,42000737
612,0,-20,rayleigh,none,42000738
613,0,-20,rayleigh,none,42000739
614,0,-20,rayleigh,none,42000740
615,0,-20,rayleigh,none,42000741
616,0,-20,rayleigh,none,42000742
617,0,-20,rayleigh,none,42000743
618,0,-20,rayleigh,none,42000744
619,0,-20,rayleigh,none,42000745
620,0,-20,rayleigh,none,42000746
621,0,-20,rayleigh,none,42000747
622,0,-20,rayleigh,none,42000748
623,0,-20,rayleigh,none,42000749
624,0,-20,rayleigh,none,42000750
625,0,-20,rayleigh,none,42000751
626,0,-20,rayleigh,none,42000752
627,0,-20,rayleigh,none,42000753
628,0,-20,rayleigh,none,42000754
629,0,-20,rayleigh,none,42000755
630,0,-20,rayleigh,none,42000756
631,0,-20,rayleigh,none,42000757
632,0,-20,rayleigh,none,42000758
633,0,-20,rayleigh,none,42000759
634,0,-20,rayleigh,none,42000760
635,0,-20,rayleigh,none,42000761
636,0,-20,rayleigh,none,42000762
637,0,-20,rayleigh,none,42000763
638,0,-20,rayleigh,none,42000764
639,0,-20,rayleigh,none,42000765
640,0,-20,rayleigh,none,42000766
641,0,-20,rayleigh,none,42000767
642,0,-20,rayleigh,none,42000768
643,0,-20,rayleigh,none,42000769
644,0,-20,rayleigh,none,42000770
645,0,-20,rayleigh,none,42000771
646,0,-20,rayleigh,none,42000772
647,0,-20,rayleigh,none,42000773
648,0,-20,rayleigh,none,42000774
649,0,-20,rayleigh,none,42000775
650,0,-20,rayleigh,none,42000776
651,0,-20,rayleigh,none,42000777
652,0,-20,rayleigh,none,42000778
653,0,-20,rayleigh,none,42000779
654,0,-20,rayleigh,none,42000780
655,0,-20,rayleigh,none,42000781
656,0,-20,rayleigh,none,42000782
657,0,-20,rayleigh,none,42000783
658,0,-20,rayleigh,none,42000784
659,0,-20,rayleigh,none,42000785
660,0,-20,rayleigh,none,42000786
661,0,-20,rayleigh,none,42000787
662,0,-20,rayleigh,none,42000788
663,0,-20,rayleigh,none,42000789
664,0,-20,rayleigh,none,42000790
665,0,-20,rayleigh,none,42000791
666,0,-20,rayleigh,none,42000792
667,0,-20,rayleigh,none,42000793
668,0,-20,rayleigh,none,42000794
669,0,-20,rayleigh,none,42000795
670,0,-20,rayleigh,none,42000796
671,0,-20,rayleigh,none,42000797
672,0,-20,rayleigh,none,42000798
673,0,-20,rayleigh,none,42000799
674,0,-20,rayleigh,none,42000800
675,0,-20,rayleigh,none,42000801
676,0,-20,rayleigh,none,42000802
677,0,-20,rayleigh,none,42000803
678,0,-20,rayleigh,none,42000804
679,0,-20,rayleigh,none,42000805
680,0,-20,rayleigh,none,42000806
681,0,-20,rayleigh,none,42000807
682,0,-20,rayleigh,none,42000808
683,0,-20,rayleigh,none,42000809
684,0,-20,rayleigh,none,42000810
685,0,-20,rayleigh,none,42000811
686,0,-20,rayleigh,none,42000812
687,0,-20,rayleigh,none,42000813
688,0,-20,rayleigh,none,42000814
689,0,-20,rayleigh,none,42000815
690,0,-20,rayleigh,none,42000816
691,0,-20,rayleigh,none,42000817
692,0,-20,rayleigh,none,42000818
693,0,-20,rayleigh,none,42000819
694,0,-20,rayleigh,none,42000820
695,0,-20,rayleigh,none,42000821
696,0,-20,rayleigh,none,42000822
697,0,-20,rayleigh,none,42000823
698,0,-20,rayleigh,none,42000824
699,0,-20,rayleigh,none,42000825
700,0,-20,rayleigh,none,42000826
701,0,-20,rayleigh,none,42000827
702,0,-20,rayleigh,none,42000828
703,0,-20,rayleigh,none,42000829
704,0,-20,rayleigh,none,42000830
705,0,-20,rayleigh,none,42000831
706,0,-20,rayleigh,none,42000832
707,0,-20,rayleigh,none,42000833
708,0,-20,rayleigh,none,42000834
709,0,-20,rayleigh,none,42000835
710,0,-20,rayleigh,none,42000836
711,0,-20,rayleigh,none,42000837
712,0,-20,rayleigh,none,42000838
713,0,-20,rayleigh,none,42000839
714,0,-20,rayleigh,none,42000840
715,0,-20,rayleigh,none,42000841
716,0,-20,rayleigh,none,42000842
717,0,-20,rayleigh,none,42000843
718,0,-20,rayleigh,none,42000844
719,0,-20,rayleigh,none,42000845
